Wind speed,Linear,Nonlinear,IMF1+IMF2,Linear_Subseries,Nonlinear(t-1),Nonlinear(t-2),Nonlinear(t-3),Nonlinear(t-4),Linear_Pred,Nonlinear_Pred,y(t-1),y(t-2),y(t-3),y(t-4),Linear_Subseries_Pred
6.240 ,5.944 ,0.294 ,0.010 ,6.228 ,-0.413 ,0.231 ,0.013 ,-0.082 ,5.989 ,0.289 ,5.725 ,6.764 ,6.787 ,6.493 ,6.232 
5.950 ,5.950 ,-0.004 ,-0.433 ,6.378 ,0.294 ,-0.413 ,0.231 ,0.013 ,5.972 ,0.013 ,6.238 ,5.725 ,6.764 ,6.787 ,6.379 
6.170 ,6.175 ,-0.003 ,-0.326 ,6.498 ,-0.004 ,0.294 ,-0.413 ,0.231 ,5.956 ,-0.119 ,5.945 ,6.238 ,5.725 ,6.764 ,6.500 
6.350 ,6.576 ,-0.225 ,-0.226 ,6.578 ,-0.003 ,-0.004 ,0.294 ,-0.413 ,6.564 ,-0.138 ,6.172 ,5.945 ,6.238 ,5.725 ,6.577 
7.170 ,6.857 ,0.312 ,0.541 ,6.628 ,-0.225 ,-0.003 ,-0.004 ,0.294 ,6.924 ,0.287 ,6.352 ,6.172 ,5.945 ,6.238 ,6.616 
6.630 ,6.736 ,-0.106 ,-0.031 ,6.660 ,0.312 ,-0.225 ,-0.003 ,-0.004 ,6.787 ,-0.089 ,7.169 ,6.352 ,6.172 ,5.945 ,6.667 
6.550 ,6.509 ,0.046 ,-0.119 ,6.673 ,-0.106 ,0.312 ,-0.225 ,-0.003 ,6.371 ,-0.109 ,6.629 ,7.169 ,6.352 ,6.172 ,6.684 
6.400 ,6.532 ,-0.137 ,-0.275 ,6.670 ,0.046 ,-0.106 ,0.312 ,-0.225 ,6.625 ,-0.120 ,6.555 ,6.629 ,7.169 ,6.352 ,6.668 
6.800 ,6.724 ,0.073 ,0.143 ,6.654 ,-0.137 ,0.046 ,-0.106 ,0.312 ,6.709 ,0.167 ,6.395 ,6.555 ,6.629 ,7.169 ,6.657 
6.920 ,6.719 ,0.201 ,0.290 ,6.630 ,0.073 ,-0.137 ,0.046 ,-0.106 ,6.785 ,0.120 ,6.797 ,6.395 ,6.555 ,6.629 ,6.627 
6.280 ,6.542 ,-0.264 ,-0.333 ,6.611 ,0.201 ,0.073 ,-0.137 ,0.046 ,6.453 ,-0.292 ,6.920 ,6.797 ,6.395 ,6.555 ,6.605 
6.680 ,6.594 ,0.089 ,0.071 ,6.612 ,-0.264 ,0.201 ,0.073 ,-0.137 ,6.515 ,0.063 ,6.278 ,6.920 ,6.797 ,6.395 ,6.608 
6.720 ,6.800 ,-0.079 ,0.079 ,6.642 ,0.089 ,-0.264 ,0.201 ,0.073 ,6.954 ,0.096 ,6.683 ,6.278 ,6.920 ,6.797 ,6.639 
7.130 ,6.796 ,0.336 ,0.433 ,6.698 ,-0.079 ,0.089 ,-0.264 ,0.201 ,6.776 ,0.198 ,6.721 ,6.683 ,6.278 ,6.920 ,6.706 
6.150 ,6.600 ,-0.451 ,-0.611 ,6.760 ,0.336 ,-0.079 ,0.089 ,-0.264 ,6.538 ,-0.380 ,7.132 ,6.721 ,6.683 ,6.278 ,6.768 
6.900 ,6.669 ,0.227 ,0.099 ,6.797 ,-0.451 ,0.336 ,-0.079 ,0.089 ,6.551 ,0.214 ,6.149 ,7.132 ,6.721 ,6.683 ,6.805 
6.930 ,6.868 ,0.058 ,0.172 ,6.754 ,0.227 ,-0.451 ,0.336 ,-0.079 ,7.120 ,0.105 ,6.896 ,6.149 ,7.132 ,6.721 ,6.788 
6.570 ,6.738 ,-0.170 ,-0.004 ,6.572 ,0.058 ,0.227 ,-0.451 ,0.336 ,6.708 ,-0.099 ,6.926 ,6.896 ,6.149 ,7.132 ,6.595 
6.400 ,6.198 ,0.201 ,0.171 ,6.228 ,-0.170 ,0.058 ,0.227 ,-0.451 ,6.323 ,0.097 ,6.568 ,6.926 ,6.896 ,6.149 ,6.238 
5.450 ,5.578 ,-0.131 ,-0.330 ,5.777 ,0.201 ,-0.170 ,0.058 ,0.227 ,5.694 ,-0.139 ,6.399 ,6.568 ,6.926 ,6.896 ,5.745 
5.110 ,5.215 ,-0.107 ,-0.185 ,5.293 ,-0.131 ,0.201 ,-0.170 ,0.058 ,5.231 ,0.042 ,5.447 ,6.399 ,6.568 ,6.926 ,5.305 
5.230 ,4.923 ,0.309 ,0.379 ,4.853 ,-0.107 ,-0.131 ,0.201 ,-0.170 ,5.133 ,0.254 ,5.109 ,5.447 ,6.399 ,6.568 ,4.842 
4.240 ,4.471 ,-0.227 ,-0.275 ,4.519 ,0.309 ,-0.107 ,-0.131 ,0.201 ,4.491 ,-0.214 ,5.233 ,5.109 ,5.447 ,6.399 ,4.519 
4.140 ,4.133 ,0.004 ,-0.137 ,4.275 ,-0.227 ,0.309 ,-0.107 ,-0.131 ,4.012 ,0.006 ,4.244 ,5.233 ,5.109 ,5.447 ,4.318 
4.160 ,4.080 ,0.081 ,0.066 ,4.095 ,0.004 ,-0.227 ,0.309 ,-0.107 ,4.225 ,0.113 ,4.137 ,4.244 ,5.233 ,5.109 ,4.074 
4.120 ,4.147 ,-0.022 ,0.140 ,3.984 ,0.081 ,0.004 ,-0.227 ,0.309 ,4.103 ,0.020 ,4.161 ,4.137 ,4.244 ,5.233 ,3.963 
4.130 ,4.148 ,-0.022 ,0.183 ,3.943 ,-0.022 ,0.081 ,0.004 ,-0.227 ,4.105 ,-0.015 ,4.124 ,4.161 ,4.137 ,4.244 ,3.935 
4.200 ,4.185 ,0.020 ,0.235 ,3.970 ,-0.022 ,-0.022 ,0.081 ,0.004 ,4.120 ,0.008 ,4.126 ,4.124 ,4.161 ,4.137 ,3.960 
4.360 ,4.285 ,0.070 ,0.295 ,4.060 ,0.020 ,-0.022 ,-0.022 ,0.081 ,4.367 ,0.022 ,4.205 ,4.126 ,4.124 ,4.161 ,4.062 
3.950 ,4.242 ,-0.290 ,-0.251 ,4.203 ,0.070 ,0.020 ,-0.022 ,-0.022 ,4.292 ,-0.094 ,4.355 ,4.205 ,4.126 ,4.124 ,4.199 
4.430 ,4.002 ,0.432 ,0.049 ,4.385 ,-0.290 ,0.070 ,0.020 ,-0.022 ,4.007 ,0.341 ,3.952 ,4.355 ,4.205 ,4.126 ,4.373 
3.680 ,3.864 ,-0.186 ,-0.917 ,4.595 ,0.432 ,-0.290 ,0.070 ,0.020 ,3.788 ,-0.247 ,4.434 ,3.952 ,4.355 ,4.205 ,4.584 
4.060 ,4.331 ,-0.267 ,-0.760 ,4.824 ,-0.186 ,0.432 ,-0.290 ,0.070 ,4.027 ,-0.142 ,3.678 ,4.434 ,3.952 ,4.355 ,4.814 
5.490 ,5.152 ,0.336 ,0.453 ,5.035 ,-0.267 ,-0.186 ,0.432 ,-0.290 ,5.252 ,0.398 ,4.064 ,3.678 ,4.434 ,3.952 ,5.054 
5.630 ,5.611 ,0.015 ,0.436 ,5.190 ,0.336 ,-0.267 ,-0.186 ,0.432 ,5.565 ,-0.020 ,5.488 ,4.064 ,3.678 ,4.434 ,5.203 
5.390 ,5.599 ,-0.205 ,0.149 ,5.246 ,0.015 ,0.336 ,-0.267 ,-0.186 ,5.474 ,-0.238 ,5.626 ,5.488 ,4.064 ,3.678 ,5.267 
5.460 ,5.451 ,0.006 ,0.282 ,5.175 ,-0.205 ,0.015 ,0.336 ,-0.267 ,5.597 ,0.058 ,5.394 ,5.626 ,5.488 ,4.064 ,5.181 
5.450 ,5.257 ,0.194 ,0.448 ,5.003 ,0.006 ,-0.205 ,0.015 ,0.336 ,5.407 ,0.233 ,5.457 ,5.394 ,5.626 ,5.488 ,4.980 
4.760 ,4.824 ,-0.060 ,-0.003 ,4.767 ,0.194 ,0.006 ,-0.205 ,0.015 ,4.934 ,-0.092 ,5.451 ,5.457 ,5.394 ,5.626 ,4.780 
4.100 ,4.235 ,-0.134 ,-0.405 ,4.506 ,-0.060 ,0.194 ,0.006 ,-0.205 ,4.275 ,-0.154 ,4.764 ,5.451 ,5.457 ,5.394 ,4.507 
3.940 ,3.846 ,0.095 ,-0.317 ,4.258 ,-0.134 ,-0.060 ,0.194 ,0.006 ,3.872 ,0.131 ,4.101 ,4.764 ,5.451 ,5.457 ,4.263 
3.880 ,3.813 ,0.065 ,-0.179 ,4.057 ,0.095 ,-0.134 ,-0.060 ,0.194 ,3.802 ,0.095 ,3.941 ,4.101 ,4.764 ,5.451 ,4.051 
3.840 ,3.951 ,-0.114 ,-0.085 ,3.922 ,0.065 ,0.095 ,-0.134 ,-0.060 ,3.934 ,-0.087 ,3.878 ,3.941 ,4.101 ,4.764 ,3.919 
4.130 ,4.051 ,0.079 ,0.269 ,3.862 ,-0.114 ,0.065 ,0.095 ,-0.134 ,4.002 ,0.033 ,3.837 ,3.878 ,3.941 ,4.101 ,3.851 
4.080 ,4.059 ,0.023 ,0.206 ,3.876 ,0.079 ,-0.114 ,0.065 ,0.095 ,4.080 ,-0.009 ,4.131 ,3.837 ,3.878 ,3.941 ,3.870 
3.840 ,3.962 ,-0.123 ,-0.089 ,3.929 ,0.023 ,0.079 ,-0.114 ,0.065 ,4.025 ,-0.055 ,4.082 ,4.131 ,3.837 ,3.878 ,3.951 
3.980 ,3.824 ,0.152 ,0.008 ,3.968 ,-0.123 ,0.023 ,0.079 ,-0.114 ,3.809 ,0.126 ,3.840 ,4.082 ,4.131 ,3.837 ,3.979 
3.820 ,3.818 ,0.003 ,-0.129 ,3.949 ,0.152 ,-0.123 ,0.023 ,0.079 ,3.751 ,-0.061 ,3.976 ,3.840 ,4.082 ,4.131 ,3.958 
3.980 ,4.054 ,-0.074 ,0.107 ,3.874 ,0.003 ,0.152 ,-0.123 ,0.023 ,3.994 ,-0.122 ,3.821 ,3.976 ,3.840 ,4.082 ,3.846 
4.140 ,4.181 ,-0.038 ,0.381 ,3.762 ,-0.074 ,0.003 ,0.152 ,-0.123 ,4.368 ,0.014 ,3.981 ,3.821 ,3.976 ,3.840 ,3.762 
3.930 ,3.779 ,0.150 ,0.298 ,3.631 ,-0.038 ,-0.074 ,0.003 ,0.152 ,3.903 ,0.152 ,4.143 ,3.981 ,3.821 ,3.976 ,3.638 
3.230 ,3.146 ,0.082 ,-0.268 ,3.495 ,0.150 ,-0.038 ,-0.074 ,0.003 ,3.076 ,-0.077 ,3.929 ,4.143 ,3.981 ,3.821 ,3.499 
2.690 ,3.032 ,-0.338 ,-0.673 ,3.367 ,0.082 ,0.150 ,-0.038 ,-0.074 ,2.921 ,-0.296 ,3.227 ,3.929 ,4.143 ,3.981 ,3.370 
3.760 ,3.506 ,0.254 ,0.508 ,3.253 ,-0.338 ,0.082 ,0.150 ,-0.038 ,3.553 ,0.270 ,2.694 ,3.227 ,3.929 ,4.143 ,3.254 
3.730 ,3.726 ,0.009 ,0.589 ,3.146 ,0.254 ,-0.338 ,0.082 ,0.150 ,3.889 ,0.057 ,3.761 ,2.694 ,3.227 ,3.929 ,3.150 
3.310 ,3.334 ,-0.024 ,0.269 ,3.041 ,0.009 ,0.254 ,-0.338 ,0.082 ,3.233 ,-0.105 ,3.735 ,3.761 ,2.694 ,3.227 ,3.040 
2.850 ,2.858 ,-0.004 ,-0.077 ,2.931 ,-0.024 ,0.009 ,0.254 ,-0.338 ,2.910 ,-0.110 ,3.310 ,3.735 ,3.761 ,2.694 ,2.936 
2.660 ,2.805 ,-0.140 ,-0.146 ,2.811 ,-0.004 ,-0.024 ,0.009 ,0.254 ,2.825 ,-0.022 ,2.854 ,3.310 ,3.735 ,3.761 ,2.816 
3.140 ,2.909 ,0.231 ,0.458 ,2.682 ,-0.140 ,-0.004 ,-0.024 ,0.009 ,3.025 ,0.266 ,2.665 ,2.854 ,3.310 ,3.735 ,2.683 
2.630 ,2.613 ,0.019 ,0.085 ,2.548 ,0.231 ,-0.140 ,-0.004 ,-0.024 ,2.724 ,-0.095 ,3.140 ,2.665 ,2.854 ,3.310 ,2.548 
1.740 ,2.047 ,-0.309 ,-0.673 ,2.411 ,0.019 ,0.231 ,-0.140 ,-0.004 ,1.998 ,-0.253 ,2.633 ,3.140 ,2.665 ,2.854 ,2.408 
1.940 ,1.726 ,0.210 ,-0.340 ,2.276 ,-0.309 ,0.019 ,0.231 ,-0.140 ,1.776 ,0.278 ,1.738 ,2.633 ,3.140 ,2.665 ,2.278 
1.760 ,1.673 ,0.085 ,-0.389 ,2.146 ,0.210 ,-0.309 ,0.019 ,0.231 ,1.805 ,0.116 ,1.936 ,1.738 ,2.633 ,3.140 ,2.146 
1.540 ,1.669 ,-0.127 ,-0.480 ,2.022 ,0.085 ,0.210 ,-0.309 ,0.019 ,1.538 ,-0.158 ,1.757 ,1.936 ,1.738 ,2.633 ,2.024 
1.620 ,1.707 ,-0.084 ,-0.279 ,1.902 ,-0.127 ,0.085 ,0.210 ,-0.309 ,1.658 ,-0.041 ,1.542 ,1.757 ,1.936 ,1.738 ,1.905 
2.060 ,1.885 ,0.178 ,0.273 ,1.789 ,-0.084 ,-0.127 ,0.085 ,0.210 ,1.864 ,0.211 ,1.623 ,1.542 ,1.757 ,1.936 ,1.784 
2.060 ,2.118 ,-0.059 ,0.374 ,1.685 ,0.178 ,-0.084 ,-0.127 ,0.085 ,2.101 ,-0.016 ,2.062 ,1.623 ,1.542 ,1.757 ,1.684 
2.150 ,2.204 ,-0.050 ,0.561 ,1.593 ,-0.059 ,0.178 ,-0.084 ,-0.127 ,2.219 ,-0.062 ,2.059 ,2.062 ,1.623 ,1.542 ,1.590 
2.050 ,1.998 ,0.049 ,0.528 ,1.520 ,-0.050 ,-0.059 ,0.178 ,-0.084 ,2.126 ,0.042 ,2.154 ,2.059 ,2.062 ,1.623 ,1.516 
1.640 ,1.539 ,0.096 ,0.153 ,1.482 ,0.049 ,-0.050 ,-0.059 ,0.178 ,1.637 ,0.030 ,2.047 ,2.154 ,2.059 ,2.062 ,1.468 
0.840 ,1.077 ,-0.238 ,-0.662 ,1.500 ,0.096 ,0.049 ,-0.050 ,-0.059 ,1.107 ,-0.144 ,1.635 ,2.047 ,2.154 ,2.059 ,1.490 
1.290 ,1.000 ,0.287 ,-0.303 ,1.590 ,-0.238 ,0.096 ,0.049 ,-0.050 ,0.867 ,0.196 ,0.839 ,1.635 ,2.047 ,2.154 ,1.577 
1.370 ,1.529 ,-0.158 ,-0.381 ,1.751 ,0.287 ,-0.238 ,0.096 ,0.049 ,1.334 ,-0.143 ,1.287 ,0.839 ,1.635 ,2.047 ,1.749 
2.460 ,2.453 ,0.011 ,0.491 ,1.973 ,-0.158 ,0.287 ,-0.238 ,0.096 ,2.284 ,-0.004 ,1.371 ,1.287 ,0.839 ,1.635 ,1.965 
3.070 ,3.041 ,0.026 ,0.826 ,2.241 ,0.011 ,-0.158 ,0.287 ,-0.238 ,3.186 ,0.049 ,2.464 ,1.371 ,1.287 ,0.839 ,2.230 
2.980 ,2.971 ,0.007 ,0.439 ,2.538 ,0.026 ,0.011 ,-0.158 ,0.287 ,2.889 ,0.030 ,3.067 ,2.464 ,1.371 ,1.287 ,2.533 
2.900 ,2.678 ,0.218 ,0.065 ,2.831 ,0.007 ,0.026 ,0.011 ,-0.158 ,2.682 ,0.002 ,2.977 ,3.067 ,2.464 ,1.371 ,2.839 
2.200 ,2.692 ,-0.491 ,-0.877 ,3.079 ,0.218 ,0.007 ,0.026 ,0.011 ,2.689 ,-0.361 ,2.896 ,2.977 ,3.067 ,2.464 ,3.086 
3.420 ,3.028 ,0.390 ,0.173 ,3.245 ,-0.491 ,0.218 ,0.007 ,0.026 ,2.983 ,0.405 ,2.202 ,2.896 ,2.977 ,3.067 ,3.255 
3.210 ,3.193 ,0.016 ,-0.100 ,3.310 ,0.390 ,-0.491 ,0.218 ,0.007 ,3.292 ,0.008 ,3.418 ,2.202 ,2.896 ,2.977 ,3.310 
3.090 ,3.188 ,-0.095 ,-0.189 ,3.282 ,0.016 ,0.390 ,-0.491 ,0.218 ,2.963 ,-0.230 ,3.210 ,3.418 ,2.202 ,2.896 ,3.280 
2.960 ,3.248 ,-0.290 ,-0.216 ,3.173 ,-0.095 ,0.016 ,0.390 ,-0.491 ,3.355 ,-0.102 ,3.093 ,3.210 ,3.418 ,2.202 ,3.185 
3.800 ,3.272 ,0.531 ,0.805 ,2.998 ,-0.290 ,-0.095 ,0.016 ,0.390 ,3.378 ,0.493 ,2.958 ,3.093 ,3.210 ,3.418 ,3.005 
2.680 ,2.910 ,-0.229 ,-0.097 ,2.779 ,0.531 ,-0.290 ,-0.095 ,0.016 ,3.072 ,-0.233 ,3.803 ,2.958 ,3.093 ,3.210 ,2.783 
2.170 ,2.355 ,-0.180 ,-0.367 ,2.541 ,-0.229 ,0.531 ,-0.290 ,-0.095 ,2.258 ,-0.188 ,2.682 ,3.803 ,2.958 ,3.093 ,2.543 
2.130 ,1.967 ,0.161 ,-0.186 ,2.314 ,-0.180 ,-0.229 ,0.531 ,-0.290 ,2.167 ,0.236 ,2.175 ,2.682 ,3.803 ,2.958 ,2.311 
1.910 ,1.826 ,0.085 ,-0.212 ,2.123 ,0.161 ,-0.180 ,-0.229 ,0.531 ,1.793 ,0.125 ,2.127 ,2.175 ,2.682 ,3.803 ,2.117 
1.720 ,1.853 ,-0.135 ,-0.271 ,1.989 ,0.085 ,0.161 ,-0.180 ,-0.229 ,1.783 ,-0.130 ,1.911 ,2.127 ,2.175 ,2.682 ,1.986 
1.950 ,1.963 ,-0.009 ,0.053 ,1.901 ,-0.135 ,0.085 ,0.161 ,-0.180 ,1.946 ,-0.019 ,1.718 ,1.911 ,2.127 ,2.175 ,1.917 
2.100 ,2.080 ,0.024 ,0.263 ,1.842 ,-0.009 ,-0.135 ,0.085 ,0.161 ,2.083 ,0.123 ,1.954 ,1.718 ,1.911 ,2.127 ,1.839 
2.170 ,2.083 ,0.091 ,0.380 ,1.794 ,0.024 ,-0.009 ,-0.135 ,0.085 ,2.109 ,0.107 ,2.104 ,1.954 ,1.718 ,1.911 ,1.797 
1.790 ,1.866 ,-0.080 ,0.043 ,1.743 ,0.091 ,0.024 ,-0.009 ,-0.135 ,1.974 ,-0.112 ,2.174 ,2.104 ,1.954 ,1.718 ,1.739 
1.510 ,1.599 ,-0.087 ,-0.174 ,1.686 ,-0.080 ,0.091 ,0.024 ,-0.009 ,1.543 ,-0.030 ,1.786 ,2.174 ,2.104 ,1.954 ,1.680 
1.600 ,1.448 ,0.151 ,-0.025 ,1.625 ,-0.087 ,-0.080 ,0.091 ,0.024 ,1.533 ,0.188 ,1.512 ,1.786 ,2.174 ,2.104 ,1.629 
1.380 ,1.401 ,-0.017 ,-0.175 ,1.559 ,0.151 ,-0.087 ,-0.080 ,0.091 ,1.400 ,-0.020 ,1.600 ,1.512 ,1.786 ,2.174 ,1.560 
1.280 ,1.446 ,-0.164 ,-0.213 ,1.495 ,-0.017 ,0.151 ,-0.087 ,-0.080 ,1.360 ,-0.095 ,1.384 ,1.600 ,1.512 ,1.786 ,1.494 
1.770 ,1.590 ,0.178 ,0.311 ,1.457 ,-0.164 ,-0.017 ,0.151 ,-0.087 ,1.569 ,0.177 ,1.282 ,1.384 ,1.600 ,1.512 ,1.437 
1.630 ,1.658 ,-0.027 ,0.159 ,1.472 ,0.178 ,-0.164 ,-0.017 ,0.151 ,1.762 ,-0.015 ,1.768 ,1.282 ,1.384 ,1.600 ,1.462 
1.430 ,1.579 ,-0.146 ,-0.122 ,1.556 ,-0.027 ,0.178 ,-0.164 ,-0.017 ,1.502 ,-0.066 ,1.631 ,1.768 ,1.282 ,1.384 ,1.549 
1.670 ,1.491 ,0.178 ,-0.022 ,1.692 ,-0.146 ,-0.027 ,0.178 ,-0.164 ,1.507 ,0.162 ,1.434 ,1.631 ,1.768 ,1.282 ,1.705 
1.550 ,1.623 ,-0.077 ,-0.312 ,1.857 ,0.178 ,-0.146 ,-0.027 ,0.178 ,1.522 ,-0.043 ,1.669 ,1.434 ,1.631 ,1.768 ,1.851 
1.980 ,2.072 ,-0.090 ,-0.049 ,2.031 ,-0.077 ,0.178 ,-0.146 ,-0.027 ,1.935 ,-0.003 ,1.545 ,1.669 ,1.434 ,1.631 ,2.029 
2.630 ,2.491 ,0.143 ,0.443 ,2.191 ,-0.090 ,-0.077 ,0.178 ,-0.146 ,2.582 ,0.154 ,1.982 ,1.545 ,1.669 ,1.434 ,2.190 
2.410 ,2.482 ,-0.068 ,0.091 ,2.323 ,0.143 ,-0.090 ,-0.077 ,0.178 ,2.524 ,-0.030 ,2.634 ,1.982 ,1.545 ,1.669 ,2.320 
2.150 ,2.193 ,-0.041 ,-0.284 ,2.437 ,-0.068 ,0.143 ,-0.090 ,-0.077 ,2.136 ,0.001 ,2.414 ,2.634 ,1.982 ,1.545 ,2.421 
2.120 ,2.057 ,0.063 ,-0.427 ,2.547 ,-0.041 ,-0.068 ,0.143 ,-0.090 ,2.088 ,0.080 ,2.153 ,2.414 ,2.634 ,1.982 ,2.548 
2.240 ,2.308 ,-0.069 ,-0.425 ,2.665 ,0.063 ,-0.041 ,-0.068 ,0.143 ,2.197 ,0.013 ,2.120 ,2.153 ,2.414 ,2.634 ,2.661 
2.800 ,2.797 ,0.004 ,0.011 ,2.790 ,-0.069 ,0.063 ,-0.041 ,-0.068 ,2.704 ,0.083 ,2.239 ,2.120 ,2.153 ,2.414 ,2.796 
3.200 ,3.100 ,0.102 ,0.309 ,2.893 ,0.004 ,-0.069 ,0.063 ,-0.041 ,3.173 ,0.076 ,2.801 ,2.239 ,2.120 ,2.153 ,2.911 
2.880 ,3.035 ,-0.160 ,-0.064 ,2.939 ,0.102 ,0.004 ,-0.069 ,0.063 ,3.019 ,-0.097 ,3.202 ,2.801 ,2.239 ,2.120 ,2.946 
2.850 ,2.822 ,0.032 ,-0.048 ,2.903 ,-0.160 ,0.102 ,0.004 ,-0.069 ,2.834 ,0.115 ,2.876 ,3.202 ,2.801 ,2.239 ,2.913 
2.860 ,2.699 ,0.164 ,0.062 ,2.801 ,0.032 ,-0.160 ,0.102 ,0.004 ,2.764 ,0.131 ,2.855 ,2.876 ,3.202 ,2.801 ,2.781 
2.500 ,2.741 ,-0.241 ,-0.170 ,2.669 ,0.164 ,0.032 ,-0.160 ,0.102 ,2.679 ,-0.162 ,2.863 ,2.855 ,2.876 ,3.202 ,2.671 
2.930 ,2.841 ,0.087 ,0.353 ,2.575 ,-0.241 ,0.164 ,0.032 ,-0.160 ,2.851 ,0.137 ,2.499 ,2.863 ,2.855 ,2.876 ,2.542 
2.830 ,2.719 ,0.106 ,0.251 ,2.574 ,0.087 ,-0.241 ,0.164 ,0.032 ,2.881 ,0.110 ,2.928 ,2.499 ,2.863 ,2.855 ,2.578 
2.270 ,2.429 ,-0.158 ,-0.370 ,2.641 ,0.106 ,0.087 ,-0.241 ,0.164 ,2.332 ,-0.100 ,2.826 ,2.928 ,2.499 ,2.863 ,2.682 
2.450 ,2.392 ,0.054 ,-0.282 ,2.729 ,-0.158 ,0.106 ,0.087 ,-0.241 ,2.293 ,0.074 ,2.271 ,2.826 ,2.928 ,2.499 ,2.721 
2.880 ,2.771 ,0.107 ,0.082 ,2.796 ,0.054 ,-0.158 ,0.106 ,0.087 ,2.753 ,0.064 ,2.446 ,2.271 ,2.826 ,2.928 ,2.804 
2.960 ,3.222 ,-0.264 ,0.137 ,2.820 ,0.107 ,0.054 ,-0.158 ,0.106 ,3.186 ,-0.112 ,2.878 ,2.446 ,2.271 ,2.826 ,2.807 
3.570 ,3.232 ,0.336 ,0.787 ,2.782 ,-0.264 ,0.107 ,0.054 ,-0.158 ,3.353 ,0.246 ,2.957 ,2.878 ,2.446 ,2.271 ,2.799 
2.450 ,2.605 ,-0.155 ,-0.221 ,2.671 ,0.336 ,-0.264 ,0.107 ,0.054 ,2.827 ,-0.188 ,3.569 ,2.957 ,2.878 ,2.446 ,2.680 
1.790 ,1.899 ,-0.107 ,-0.728 ,2.519 ,-0.155 ,0.336 ,-0.264 ,0.107 ,1.794 ,-0.067 ,2.450 ,3.569 ,2.957 ,2.878 ,2.503 
1.930 ,1.654 ,0.276 ,-0.435 ,2.365 ,-0.107 ,-0.155 ,0.336 ,-0.264 ,1.757 ,0.187 ,1.791 ,2.450 ,3.569 ,2.957 ,2.368 
1.660 ,1.837 ,-0.176 ,-0.581 ,2.242 ,0.276 ,-0.107 ,-0.155 ,0.336 ,1.787 ,-0.183 ,1.930 ,1.791 ,2.450 ,3.569 ,2.236 
2.150 ,2.164 ,-0.016 ,-0.003 ,2.151 ,-0.176 ,0.276 ,-0.107 ,-0.155 ,2.015 ,-0.011 ,1.661 ,1.930 ,1.791 ,2.450 ,2.167 
2.620 ,2.394 ,0.231 ,0.536 ,2.089 ,-0.016 ,-0.176 ,0.276 ,-0.107 ,2.415 ,0.092 ,2.148 ,1.661 ,1.930 ,1.791 ,2.080 
2.290 ,2.485 ,-0.196 ,0.237 ,2.052 ,0.231 ,-0.016 ,-0.176 ,0.276 ,2.467 ,-0.222 ,2.625 ,2.148 ,1.661 ,1.930 ,2.056 
2.670 ,2.581 ,0.090 ,0.638 ,2.033 ,-0.196 ,0.231 ,-0.016 ,-0.176 ,2.492 ,0.010 ,2.289 ,2.625 ,2.148 ,1.661 ,2.032 
2.720 ,2.676 ,0.047 ,0.694 ,2.029 ,0.090 ,-0.196 ,0.231 ,-0.016 ,2.774 ,-0.021 ,2.671 ,2.289 ,2.625 ,2.148 ,2.028 
2.810 ,2.753 ,0.060 ,0.777 ,2.036 ,0.047 ,0.090 ,-0.196 ,0.231 ,2.661 ,-0.079 ,2.724 ,2.671 ,2.289 ,2.625 ,2.035 
2.680 ,2.767 ,-0.088 ,0.631 ,2.048 ,0.060 ,0.047 ,0.090 ,-0.196 ,2.826 ,-0.184 ,2.813 ,2.724 ,2.671 ,2.289 ,2.046 
2.550 ,2.572 ,-0.018 ,0.489 ,2.065 ,-0.088 ,0.060 ,0.047 ,0.090 ,2.717 ,-0.020 ,2.680 ,2.813 ,2.724 ,2.671 ,2.066 
2.330 ,2.100 ,0.230 ,0.247 ,2.084 ,-0.018 ,-0.088 ,0.060 ,0.047 ,2.201 ,0.118 ,2.554 ,2.680 ,2.813 ,2.724 ,2.081 
1.550 ,1.679 ,-0.130 ,-0.556 ,2.104 ,0.230 ,-0.018 ,-0.088 ,0.060 ,1.590 ,-0.240 ,2.330 ,2.554 ,2.680 ,2.813 ,2.103 
1.570 ,1.684 ,-0.117 ,-0.558 ,2.125 ,-0.130 ,0.230 ,-0.018 ,-0.088 ,1.667 ,-0.117 ,1.549 ,2.330 ,2.554 ,2.680 ,2.124 
2.110 ,1.911 ,0.197 ,-0.037 ,2.145 ,-0.117 ,-0.130 ,0.230 ,-0.018 ,1.995 ,0.192 ,1.567 ,1.549 ,2.330 ,2.554 ,2.146 
1.790 ,1.890 ,-0.100 ,-0.372 ,2.162 ,0.197 ,-0.117 ,-0.130 ,0.230 ,1.905 ,-0.033 ,2.108 ,1.567 ,1.549 ,2.330 ,2.162 
1.780 ,1.663 ,0.121 ,-0.392 ,2.176 ,-0.100 ,0.197 ,-0.117 ,-0.130 ,1.575 ,0.004 ,1.790 ,2.108 ,1.567 ,1.549 ,2.176 
1.450 ,1.665 ,-0.213 ,-0.727 ,2.180 ,0.121 ,-0.100 ,0.197 ,-0.117 ,1.622 ,-0.164 ,1.784 ,1.790 ,2.108 ,1.567 ,2.185 
2.140 ,2.080 ,0.061 ,-0.026 ,2.167 ,-0.213 ,0.121 ,-0.100 ,0.197 ,1.989 ,0.189 ,1.452 ,1.784 ,1.790 ,2.108 ,2.170 
