Wind speed,Linear,Nonlinear,IMF1+IMF2,Linear_Subseries,Nonlinear(t-1),Nonlinear(t-2),Nonlinear(t-3),Nonlinear(t-4),Linear_Pred,Nonlinear_Pred,y(t-1),y(t-2),y(t-3),y(t-4),Linear_Subseries_Pred
8.580 ,8.318 ,0.264 ,0.347 ,8.235 ,-0.216 ,0.002 ,0.218 ,-0.092 ,8.285 ,0.162 ,7.774 ,7.720 ,7.940 ,7.987 ,8.247 
8.340 ,8.552 ,-0.212 ,-0.004 ,8.343 ,0.264 ,-0.216 ,0.002 ,0.218 ,8.488 ,-0.101 ,8.582 ,7.774 ,7.720 ,7.940 ,8.334 
9.080 ,8.781 ,0.303 ,0.605 ,8.478 ,-0.212 ,0.264 ,-0.216 ,0.002 ,8.663 ,0.126 ,8.339 ,8.582 ,7.774 ,7.720 ,8.477 
8.680 ,8.961 ,-0.286 ,0.043 ,8.632 ,0.303 ,-0.212 ,0.264 ,-0.216 ,9.087 ,-0.298 ,9.084 ,8.339 ,8.582 ,7.774 ,8.627 
9.150 ,9.069 ,0.081 ,0.361 ,8.789 ,-0.286 ,0.303 ,-0.212 ,0.264 ,8.940 ,0.092 ,8.675 ,9.084 ,8.339 ,8.582 ,8.795 
9.190 ,8.930 ,0.262 ,0.276 ,8.916 ,0.081 ,-0.286 ,0.303 ,-0.212 ,9.168 ,0.129 ,9.151 ,8.675 ,9.084 ,8.339 ,8.938 
8.260 ,8.571 ,-0.310 ,-0.712 ,8.972 ,0.262 ,0.081 ,-0.286 ,0.303 ,8.534 ,-0.330 ,9.192 ,9.151 ,8.675 ,9.084 ,8.984 
8.490 ,8.393 ,0.096 ,-0.439 ,8.929 ,-0.310 ,0.262 ,0.081 ,-0.286 ,8.299 ,0.072 ,8.260 ,9.192 ,9.151 ,8.675 ,8.943 
8.790 ,8.628 ,0.161 ,-0.002 ,8.791 ,0.096 ,-0.310 ,0.262 ,0.081 ,8.607 ,0.097 ,8.490 ,8.260 ,9.192 ,9.151 ,8.782 
8.960 ,9.043 ,-0.087 ,0.379 ,8.578 ,0.161 ,0.096 ,-0.310 ,0.262 ,9.012 ,-0.161 ,8.789 ,8.490 ,8.260 ,9.192 ,8.589 
9.100 ,9.155 ,-0.059 ,0.777 ,8.318 ,-0.087 ,0.161 ,0.096 ,-0.310 ,9.226 ,-0.115 ,8.956 ,8.789 ,8.490 ,8.260 ,8.323 
8.730 ,8.669 ,0.057 ,0.685 ,8.041 ,-0.059 ,-0.087 ,0.161 ,0.096 ,8.887 ,0.065 ,9.096 ,8.956 ,8.789 ,8.490 ,8.051 
8.110 ,7.843 ,0.269 ,0.340 ,7.772 ,0.057 ,-0.059 ,-0.087 ,0.161 ,7.926 ,0.066 ,8.726 ,9.096 ,8.956 ,8.789 ,7.778 
6.860 ,7.236 ,-0.379 ,-0.678 ,7.535 ,0.269 ,0.057 ,-0.059 ,-0.087 ,7.271 ,-0.408 ,8.112 ,8.726 ,9.096 ,8.956 ,7.531 
7.280 ,7.159 ,0.120 ,-0.069 ,7.349 ,-0.379 ,0.269 ,0.057 ,-0.059 ,7.124 ,0.122 ,6.857 ,8.112 ,8.726 ,9.096 ,7.347 
7.530 ,7.253 ,0.281 ,0.321 ,7.213 ,0.120 ,-0.379 ,0.269 ,0.057 ,7.390 ,0.175 ,7.280 ,6.857 ,8.112 ,8.726 ,7.220 
6.950 ,7.202 ,-0.256 ,-0.175 ,7.120 ,0.281 ,0.120 ,-0.379 ,0.269 ,7.061 ,-0.320 ,7.534 ,7.280 ,6.857 ,8.112 ,7.120 
7.090 ,7.131 ,-0.045 ,0.028 ,7.057 ,-0.256 ,0.281 ,0.120 ,-0.379 ,7.119 ,-0.054 ,6.946 ,7.534 ,7.280 ,6.857 ,7.065 
7.410 ,7.141 ,0.266 ,0.399 ,7.008 ,-0.045 ,-0.256 ,0.281 ,0.120 ,7.229 ,0.197 ,7.086 ,6.946 ,7.534 ,7.280 ,7.009 
6.930 ,7.134 ,-0.199 ,-0.023 ,6.958 ,0.266 ,-0.045 ,-0.256 ,0.281 ,7.127 ,-0.148 ,7.407 ,7.086 ,6.946 ,7.534 ,6.959 
7.150 ,7.004 ,0.147 ,0.247 ,6.904 ,-0.199 ,0.266 ,-0.045 ,-0.256 ,7.027 ,0.011 ,6.934 ,7.407 ,7.086 ,6.946 ,6.896 
6.570 ,6.755 ,-0.183 ,-0.277 ,6.849 ,0.147 ,-0.199 ,0.266 ,-0.045 ,6.856 ,-0.131 ,7.151 ,6.934 ,7.407 ,7.086 ,6.851 
6.760 ,6.559 ,0.200 ,-0.034 ,6.793 ,-0.183 ,0.147 ,-0.199 ,0.266 ,6.500 ,0.177 ,6.572 ,7.151 ,6.934 ,7.407 ,6.794 
6.410 ,6.489 ,-0.074 ,-0.324 ,6.739 ,0.200 ,-0.183 ,0.147 ,-0.199 ,6.554 ,-0.075 ,6.760 ,6.572 ,7.151 ,6.934 ,6.742 
6.520 ,6.619 ,-0.096 ,-0.164 ,6.687 ,-0.074 ,0.200 ,-0.183 ,0.147 ,6.467 ,-0.061 ,6.415 ,6.760 ,6.572 ,7.151 ,6.687 
7.060 ,6.869 ,0.194 ,0.418 ,6.645 ,-0.096 ,-0.074 ,0.200 ,-0.183 ,6.897 ,0.146 ,6.523 ,6.415 ,6.760 ,6.572 ,6.638 
6.690 ,6.924 ,-0.231 ,0.072 ,6.621 ,0.194 ,-0.096 ,-0.074 ,0.200 ,7.020 ,-0.111 ,7.063 ,6.523 ,6.415 ,6.760 ,6.619 
6.810 ,6.638 ,0.171 ,0.189 ,6.620 ,-0.231 ,0.194 ,-0.096 ,-0.074 ,6.678 ,0.175 ,6.693 ,7.063 ,6.523 ,6.415 ,6.617 
6.100 ,6.193 ,-0.097 ,-0.543 ,6.639 ,0.171 ,-0.231 ,0.194 ,-0.096 ,6.264 ,-0.027 ,6.809 ,6.693 ,7.063 ,6.523 ,6.645 
6.140 ,6.103 ,0.039 ,-0.531 ,6.674 ,-0.097 ,0.171 ,-0.231 ,0.194 ,5.925 ,0.058 ,6.096 ,6.809 ,6.693 ,7.063 ,6.669 
6.430 ,6.575 ,-0.145 ,-0.298 ,6.729 ,0.039 ,-0.097 ,0.171 ,-0.231 ,6.503 ,0.018 ,6.143 ,6.096 ,6.809 ,6.693 ,6.719 
7.540 ,7.291 ,0.248 ,0.729 ,6.809 ,-0.145 ,0.039 ,-0.097 ,0.171 ,7.167 ,0.224 ,6.430 ,6.143 ,6.096 ,6.809 ,6.805 
7.360 ,7.622 ,-0.259 ,0.446 ,6.917 ,0.248 ,-0.145 ,0.039 ,-0.097 ,7.741 ,-0.135 ,7.538 ,6.430 ,6.143 ,6.096 ,6.909 
7.460 ,7.385 ,0.076 ,0.408 ,7.053 ,-0.259 ,0.248 ,-0.145 ,0.039 ,7.375 ,0.143 ,7.363 ,7.538 ,6.430 ,6.143 ,7.050 
7.030 ,6.958 ,0.074 ,-0.173 ,7.205 ,0.076 ,-0.259 ,0.248 ,-0.145 ,7.037 ,0.127 ,7.461 ,7.363 ,7.538 ,6.430 ,7.209 
6.870 ,6.784 ,0.091 ,-0.484 ,7.359 ,0.074 ,0.076 ,-0.259 ,0.248 ,6.767 ,-0.039 ,7.032 ,7.461 ,7.363 ,7.538 ,7.357 
6.350 ,6.798 ,-0.453 ,-1.156 ,7.501 ,0.091 ,0.074 ,0.076 ,-0.259 ,6.913 ,-0.242 ,6.875 ,7.032 ,7.461 ,7.363 ,7.502 
7.190 ,6.717 ,0.468 ,-0.433 ,7.618 ,-0.453 ,0.091 ,0.074 ,0.076 ,6.686 ,0.475 ,6.345 ,6.875 ,7.032 ,7.461 ,7.618 
6.640 ,6.640 ,-0.004 ,-1.067 ,7.702 ,0.468 ,-0.453 ,0.091 ,0.074 ,6.533 ,-0.070 ,7.185 ,6.345 ,6.875 ,7.032 ,7.703 
6.930 ,7.189 ,-0.262 ,-0.820 ,7.747 ,-0.004 ,0.468 ,-0.453 ,0.091 ,6.778 ,-0.327 ,6.635 ,7.185 ,6.345 ,6.875 ,7.755 
8.330 ,8.355 ,-0.021 ,0.586 ,7.747 ,-0.262 ,-0.004 ,0.468 ,-0.453 ,8.351 ,0.102 ,6.927 ,6.635 ,7.185 ,6.345 ,7.755 
9.530 ,9.088 ,0.445 ,1.838 ,7.695 ,-0.021 ,-0.262 ,-0.004 ,0.468 ,9.245 ,0.345 ,8.334 ,6.927 ,6.635 ,7.185 ,7.704 
8.430 ,8.636 ,-0.210 ,0.840 ,7.586 ,0.445 ,-0.021 ,-0.262 ,-0.004 ,8.762 ,-0.374 ,9.533 ,8.334 ,6.927 ,6.635 ,7.596 
7.490 ,7.763 ,-0.269 ,0.077 ,7.418 ,-0.210 ,0.445 ,-0.021 ,-0.262 ,7.629 ,-0.293 ,8.426 ,9.533 ,8.334 ,6.927 ,7.424 
8.010 ,7.572 ,0.438 ,0.803 ,7.207 ,-0.269 ,-0.210 ,0.445 ,-0.021 ,7.654 ,0.346 ,7.494 ,8.426 ,9.533 ,8.334 ,7.202 
7.940 ,7.984 ,-0.039 ,0.969 ,6.976 ,0.438 ,-0.269 ,-0.210 ,0.445 ,8.037 ,-0.193 ,8.010 ,7.494 ,8.426 ,9.533 ,6.983 
7.730 ,8.031 ,-0.303 ,0.982 ,6.746 ,-0.039 ,0.438 ,-0.269 ,-0.210 ,8.166 ,-0.315 ,7.945 ,8.010 ,7.494 ,8.426 ,6.746 
7.460 ,7.228 ,0.234 ,0.923 ,6.539 ,-0.303 ,-0.039 ,0.438 ,-0.269 ,7.406 ,0.198 ,7.728 ,7.945 ,8.010 ,7.494 ,6.539 
6.420 ,6.110 ,0.310 ,0.043 ,6.377 ,0.234 ,-0.303 ,-0.039 ,0.438 ,6.239 ,0.053 ,7.462 ,7.728 ,7.945 ,8.010 ,6.371 
4.750 ,5.538 ,-0.789 ,-1.533 ,6.282 ,0.310 ,0.234 ,-0.303 ,-0.039 ,5.492 ,-0.537 ,6.420 ,7.462 ,7.728 ,7.945 ,6.270 
6.260 ,5.623 ,0.641 ,-0.010 ,6.275 ,-0.789 ,0.310 ,0.234 ,-0.303 ,5.696 ,0.581 ,4.748 ,6.420 ,7.462 ,7.728 ,6.260 
5.500 ,5.625 ,-0.124 ,-0.874 ,6.375 ,0.641 ,-0.789 ,0.310 ,0.234 ,5.788 ,-0.084 ,6.264 ,4.748 ,6.420 ,7.462 ,6.358 
5.270 ,5.486 ,-0.214 ,-1.315 ,6.587 ,-0.124 ,0.641 ,-0.789 ,0.310 ,5.112 ,-0.167 ,5.501 ,6.264 ,4.748 ,6.420 ,6.578 
5.700 ,5.698 ,0.004 ,-1.190 ,6.892 ,-0.214 ,-0.124 ,0.641 ,-0.789 ,5.701 ,0.158 ,5.272 ,5.501 ,6.264 ,4.748 ,6.890 
6.580 ,6.498 ,0.081 ,-0.671 ,7.250 ,0.004 ,-0.214 ,-0.124 ,0.641 ,6.269 ,0.269 ,5.702 ,5.272 ,5.501 ,6.264 ,7.254 
7.680 ,7.580 ,0.098 ,0.065 ,7.614 ,0.081 ,0.004 ,-0.214 ,-0.124 ,7.359 ,0.096 ,6.579 ,5.702 ,5.272 ,5.501 ,7.609 
7.900 ,8.350 ,-0.454 ,-0.041 ,7.937 ,0.098 ,0.081 ,0.004 ,-0.214 ,8.354 ,-0.208 ,7.678 ,6.579 ,5.702 ,5.272 ,7.942 
8.960 ,8.555 ,0.410 ,0.791 ,8.174 ,-0.454 ,0.098 ,0.081 ,0.004 ,8.551 ,0.479 ,7.896 ,7.678 ,6.579 ,5.702 ,8.186 
8.080 ,8.263 ,-0.180 ,-0.206 ,8.289 ,0.410 ,-0.454 ,0.098 ,0.081 ,8.427 ,0.013 ,8.965 ,7.896 ,7.678 ,6.579 ,8.300 
7.800 ,7.917 ,-0.117 ,-0.496 ,8.295 ,-0.180 ,0.410 ,-0.454 ,0.098 ,7.851 ,0.043 ,8.083 ,8.965 ,7.896 ,7.678 ,8.280 
7.980 ,7.873 ,0.106 ,-0.237 ,8.215 ,-0.117 ,-0.180 ,0.410 ,-0.454 ,7.900 ,0.229 ,7.800 ,8.083 ,8.965 ,7.896 ,8.230 
8.160 ,8.149 ,0.007 ,0.068 ,8.088 ,0.106 ,-0.117 ,-0.180 ,0.410 ,8.049 ,0.103 ,7.978 ,7.800 ,8.083 ,8.965 ,8.077 
8.250 ,8.431 ,-0.183 ,0.235 ,8.014 ,0.007 ,0.106 ,-0.117 ,-0.180 ,8.465 ,0.006 ,8.155 ,7.978 ,7.800 ,8.083 ,7.959 
8.500 ,8.352 ,0.143 ,0.415 ,8.081 ,-0.183 ,0.007 ,0.106 ,-0.117 ,8.451 ,0.222 ,8.249 ,8.155 ,7.978 ,7.800 ,8.077 
7.960 ,8.056 ,-0.094 ,-0.296 ,8.258 ,0.143 ,-0.183 ,0.007 ,0.106 ,7.980 ,0.061 ,8.496 ,8.249 ,8.155 ,7.978 ,8.316 
8.350 ,8.114 ,0.238 ,-0.109 ,8.461 ,-0.094 ,0.143 ,-0.183 ,0.007 ,7.949 ,0.107 ,7.962 ,8.496 ,8.249 ,8.155 ,8.477 
8.140 ,8.660 ,-0.524 ,-0.464 ,8.599 ,0.238 ,-0.094 ,0.143 ,-0.183 ,8.663 ,-0.284 ,8.352 ,7.962 ,8.496 ,8.249 ,8.620 
9.600 ,9.184 ,0.415 ,1.019 ,8.580 ,-0.524 ,0.238 ,-0.094 ,0.143 ,9.160 ,0.481 ,8.135 ,8.352 ,7.962 ,8.496 ,8.602 
8.980 ,8.860 ,0.122 ,0.642 ,8.340 ,0.415 ,-0.524 ,0.238 ,-0.094 ,9.245 ,0.035 ,9.599 ,8.135 ,8.352 ,7.962 ,8.363 
7.280 ,7.875 ,-0.590 ,-0.632 ,7.917 ,0.122 ,0.415 ,-0.524 ,0.238 ,7.783 ,-0.409 ,8.982 ,9.599 ,8.135 ,8.352 ,7.883 
7.520 ,7.001 ,0.520 ,0.147 ,7.374 ,-0.590 ,0.122 ,0.415 ,-0.524 ,7.253 ,0.477 ,7.285 ,8.982 ,9.599 ,8.135 ,7.403 
6.220 ,6.351 ,-0.135 ,-0.562 ,6.777 ,0.520 ,-0.590 ,0.122 ,0.415 ,6.667 ,-0.139 ,7.521 ,7.285 ,8.982 ,9.599 ,6.784 
5.500 ,5.699 ,-0.198 ,-0.681 ,6.182 ,-0.135 ,0.520 ,-0.590 ,0.122 ,5.676 ,-0.087 ,6.215 ,7.521 ,7.285 ,8.982 ,6.202 
5.110 ,4.977 ,0.130 ,-0.503 ,5.609 ,-0.198 ,-0.135 ,0.520 ,-0.590 ,5.134 ,0.210 ,5.501 ,6.215 ,7.521 ,7.285 ,5.628 
4.650 ,4.527 ,0.123 ,-0.418 ,5.068 ,0.130 ,-0.198 ,-0.135 ,0.520 ,4.459 ,0.108 ,5.107 ,5.501 ,6.215 ,7.521 ,5.060 
4.370 ,4.641 ,-0.267 ,-0.192 ,4.567 ,0.123 ,0.130 ,-0.198 ,-0.135 ,4.527 ,-0.149 ,4.650 ,5.107 ,5.501 ,6.215 ,4.577 
4.830 ,4.881 ,-0.047 ,0.720 ,4.113 ,-0.267 ,0.123 ,0.130 ,-0.198 ,5.073 ,0.160 ,4.374 ,4.650 ,5.107 ,5.501 ,4.114 
4.910 ,4.459 ,0.449 ,1.194 ,3.713 ,-0.047 ,-0.267 ,0.123 ,0.130 ,4.710 ,0.374 ,4.833 ,4.374 ,4.650 ,5.107 ,3.718 
2.890 ,3.337 ,-0.449 ,-0.476 ,3.364 ,0.449 ,-0.047 ,-0.267 ,0.123 ,3.430 ,-0.369 ,4.907 ,4.833 ,4.374 ,4.650 ,3.372 
2.390 ,2.420 ,-0.033 ,-0.675 ,3.062 ,-0.449 ,0.449 ,-0.047 ,-0.267 ,2.401 ,0.100 ,2.888 ,4.907 ,4.833 ,4.374 ,3.062 
2.480 ,2.113 ,0.364 ,-0.324 ,2.801 ,-0.033 ,-0.449 ,0.449 ,-0.047 ,2.367 ,0.381 ,2.387 ,2.888 ,4.907 ,4.833 ,2.795 
1.770 ,2.150 ,-0.376 ,-0.807 ,2.581 ,0.364 ,-0.033 ,-0.449 ,0.449 ,1.989 ,-0.196 ,2.477 ,2.387 ,2.888 ,4.907 ,2.571 
2.480 ,2.361 ,0.124 ,0.067 ,2.417 ,-0.376 ,0.364 ,-0.033 ,-0.449 ,2.176 ,0.170 ,1.774 ,2.477 ,2.387 ,2.888 ,2.400 
2.760 ,2.630 ,0.134 ,0.442 ,2.322 ,0.124 ,-0.376 ,0.364 ,-0.033 ,2.721 ,0.097 ,2.485 ,1.774 ,2.477 ,2.387 ,2.318 
2.510 ,2.901 ,-0.394 ,0.199 ,2.308 ,0.134 ,0.124 ,-0.376 ,0.364 ,2.760 ,-0.131 ,2.765 ,2.485 ,1.774 ,2.477 ,2.295 
3.440 ,3.022 ,0.420 ,1.057 ,2.384 ,-0.394 ,0.134 ,0.124 ,-0.376 ,3.096 ,0.398 ,2.507 ,2.765 ,2.485 ,1.774 ,2.368 
2.480 ,2.734 ,-0.249 ,-0.073 ,2.558 ,0.420 ,-0.394 ,0.134 ,0.124 ,2.964 ,-0.151 ,3.442 ,2.507 ,2.765 ,2.485 ,2.542 
2.440 ,2.405 ,0.032 ,-0.377 ,2.814 ,-0.249 ,0.420 ,-0.394 ,0.134 ,2.132 ,0.062 ,2.485 ,3.442 ,2.507 ,2.765 ,2.812 
2.360 ,2.459 ,-0.099 ,-0.771 ,3.130 ,0.032 ,-0.249 ,0.420 ,-0.394 ,2.548 ,0.082 ,2.437 ,2.485 ,3.442 ,2.507 ,3.115 
3.020 ,2.897 ,0.124 ,-0.464 ,3.485 ,-0.099 ,0.032 ,-0.249 ,0.420 ,2.777 ,0.241 ,2.359 ,2.437 ,2.485 ,3.442 ,3.477 
3.400 ,3.382 ,0.013 ,-0.463 ,3.858 ,0.124 ,-0.099 ,0.032 ,-0.249 ,3.293 ,0.034 ,3.021 ,2.359 ,2.437 ,2.485 ,3.850 
3.410 ,3.867 ,-0.454 ,-0.816 ,4.230 ,0.013 ,0.124 ,-0.099 ,0.032 ,3.620 ,-0.119 ,3.395 ,3.021 ,2.359 ,2.437 ,4.222 
5.160 ,4.586 ,0.574 ,0.572 ,4.588 ,-0.454 ,0.013 ,0.124 ,-0.099 ,4.425 ,0.602 ,3.414 ,3.395 ,3.021 ,2.359 ,4.578 
5.160 ,5.401 ,-0.239 ,0.236 ,4.925 ,0.574 ,-0.454 ,0.013 ,0.124 ,5.368 ,-0.170 ,5.160 ,3.414 ,3.395 ,3.021 ,4.920 
5.410 ,5.968 ,-0.553 ,0.183 ,5.232 ,-0.239 ,0.574 ,-0.454 ,0.013 ,5.869 ,-0.112 ,5.161 ,5.160 ,3.414 ,3.395 ,5.230 
6.780 ,5.843 ,0.936 ,1.278 ,5.501 ,-0.553 ,-0.239 ,0.574 ,-0.454 ,6.159 ,0.834 ,5.415 ,5.161 ,5.160 ,3.414 ,5.500 
4.440 ,5.145 ,-0.708 ,-1.298 ,5.735 ,0.936 ,-0.553 ,-0.239 ,0.574 ,5.161 ,-0.608 ,6.779 ,5.415 ,5.161 ,5.160 ,5.728 
5.010 ,4.903 ,0.111 ,-0.924 ,5.937 ,-0.708 ,0.936 ,-0.553 ,-0.239 ,4.562 ,0.085 ,4.437 ,6.779 ,5.415 ,5.161 ,5.936 
5.270 ,5.290 ,-0.016 ,-0.840 ,6.114 ,0.111 ,-0.708 ,0.936 ,-0.553 ,5.635 ,0.254 ,5.014 ,4.437 ,6.779 ,5.415 ,6.112 
5.920 ,5.788 ,0.128 ,-0.356 ,6.272 ,-0.016 ,0.111 ,-0.708 ,0.936 ,5.496 ,0.134 ,5.274 ,5.014 ,4.437 ,6.779 ,6.270 
5.860 ,5.924 ,-0.065 ,-0.549 ,6.407 ,0.128 ,-0.016 ,0.111 ,-0.708 ,5.985 ,-0.058 ,5.916 ,5.274 ,5.014 ,4.437 ,6.416 
5.650 ,5.894 ,-0.243 ,-0.864 ,6.515 ,-0.065 ,0.128 ,-0.016 ,0.111 ,5.784 ,-0.109 ,5.858 ,5.916 ,5.274 ,5.014 ,6.516 
6.350 ,6.105 ,0.244 ,-0.238 ,6.588 ,-0.243 ,-0.065 ,0.128 ,-0.016 ,6.070 ,0.383 ,5.651 ,5.858 ,5.916 ,5.274 ,6.593 
6.640 ,6.593 ,0.044 ,0.016 ,6.620 ,0.244 ,-0.243 ,-0.065 ,0.128 ,6.469 ,0.070 ,6.350 ,5.651 ,5.858 ,5.916 ,6.624 
7.010 ,7.172 ,-0.162 ,0.405 ,6.605 ,0.044 ,0.244 ,-0.243 ,-0.065 ,7.057 ,-0.192 ,6.636 ,6.350 ,5.651 ,5.858 ,6.612 
7.560 ,7.501 ,0.058 ,1.022 ,6.537 ,-0.162 ,0.044 ,0.244 ,-0.243 ,7.579 ,0.027 ,7.010 ,6.636 ,6.350 ,5.651 ,6.547 
7.400 ,7.323 ,0.081 ,0.990 ,6.414 ,0.058 ,-0.162 ,0.044 ,0.244 ,7.451 ,0.079 ,7.559 ,7.010 ,6.636 ,6.350 ,6.421 
6.800 ,6.670 ,0.131 ,0.547 ,6.254 ,0.081 ,0.058 ,-0.162 ,0.044 ,6.846 ,-0.054 ,7.404 ,7.559 ,7.010 ,6.636 ,6.247 
5.830 ,6.013 ,-0.188 ,-0.254 ,6.079 ,0.131 ,0.081 ,0.058 ,-0.162 ,5.998 ,-0.328 ,6.801 ,7.404 ,7.559 ,7.010 ,6.083 
6.080 ,5.975 ,0.105 ,0.167 ,5.913 ,-0.188 ,0.131 ,0.081 ,0.058 ,5.815 ,-0.006 ,5.825 ,6.801 ,7.404 ,7.559 ,5.912 
6.580 ,6.421 ,0.161 ,0.804 ,5.779 ,0.105 ,-0.188 ,0.131 ,0.081 ,6.515 ,0.011 ,6.080 ,5.825 ,6.801 ,7.404 ,5.776 
6.640 ,6.713 ,-0.070 ,0.945 ,5.698 ,0.161 ,0.105 ,-0.188 ,0.131 ,6.674 ,-0.259 ,6.582 ,6.080 ,5.825 ,6.801 ,5.691 
6.350 ,6.401 ,-0.055 ,0.652 ,5.694 ,-0.070 ,0.161 ,0.105 ,-0.188 ,6.565 ,-0.189 ,6.643 ,6.582 ,6.080 ,5.825 ,5.681 
6.040 ,5.820 ,0.222 ,0.254 ,5.789 ,-0.055 ,-0.070 ,0.161 ,0.105 ,5.781 ,0.027 ,6.345 ,6.643 ,6.582 ,6.080 ,5.772 
5.760 ,5.647 ,0.110 ,-0.240 ,5.998 ,0.222 ,-0.055 ,-0.070 ,0.161 ,5.595 ,-0.214 ,6.043 ,6.345 ,6.643 ,6.582 ,5.983 
5.690 ,6.091 ,-0.397 ,-0.594 ,6.289 ,0.110 ,0.222 ,-0.055 ,-0.070 ,5.977 ,-0.445 ,5.758 ,6.043 ,6.345 ,6.643 ,6.308 
7.070 ,6.638 ,0.431 ,0.496 ,6.573 ,-0.397 ,0.110 ,0.222 ,-0.055 ,6.675 ,0.247 ,5.694 ,5.758 ,6.043 ,6.345 ,6.608 
6.640 ,6.725 ,-0.084 ,-0.107 ,6.749 ,0.431 ,-0.397 ,0.110 ,0.222 ,6.730 ,-0.174 ,7.069 ,5.694 ,5.758 ,6.043 ,6.771 
6.690 ,6.612 ,0.079 ,-0.038 ,6.728 ,-0.084 ,0.431 ,-0.397 ,0.110 ,6.432 ,-0.204 ,6.642 ,7.069 ,5.694 ,5.758 ,6.756 
6.360 ,6.623 ,-0.260 ,-0.150 ,6.513 ,0.079 ,-0.084 ,0.431 ,-0.397 ,6.809 ,-0.275 ,6.690 ,6.642 ,7.069 ,5.694 ,6.476 
6.830 ,6.647 ,0.181 ,0.538 ,6.289 ,-0.260 ,0.079 ,-0.084 ,0.431 ,6.673 ,0.244 ,6.363 ,6.690 ,6.642 ,7.069 ,6.170 
6.720 ,6.358 ,0.359 ,0.473 ,6.243 ,0.181 ,-0.260 ,0.079 ,-0.084 ,6.483 ,0.117 ,6.827 ,6.363 ,6.690 ,6.642 ,6.246 
5.420 ,6.074 ,-0.658 ,-0.979 ,6.394 ,0.359 ,0.181 ,-0.260 ,0.079 ,5.854 ,-0.603 ,6.716 ,6.827 ,6.363 ,6.690 ,6.464 
6.950 ,6.569 ,0.384 ,0.250 ,6.703 ,-0.658 ,0.359 ,0.181 ,-0.260 ,6.269 ,0.344 ,5.415 ,6.716 ,6.827 ,6.363 ,6.693 
7.420 ,7.542 ,-0.119 ,0.369 ,7.055 ,0.384 ,-0.658 ,0.359 ,0.181 ,7.714 ,0.099 ,6.953 ,5.415 ,6.716 ,6.827 ,7.111 
8.380 ,8.155 ,0.227 ,1.065 ,7.316 ,-0.119 ,0.384 ,-0.658 ,0.359 ,7.962 ,0.073 ,7.424 ,6.953 ,5.415 ,6.716 ,7.307 
7.490 ,7.896 ,-0.403 ,0.108 ,7.385 ,0.227 ,-0.119 ,0.384 ,-0.658 ,8.150 ,-0.320 ,8.381 ,7.424 ,6.953 ,5.415 ,7.406 
7.380 ,7.146 ,0.235 ,0.097 ,7.284 ,-0.403 ,0.227 ,-0.119 ,0.384 ,7.197 ,0.270 ,7.493 ,8.381 ,7.424 ,6.953 ,7.228 
6.240 ,6.287 ,-0.043 ,-0.819 ,7.064 ,0.235 ,-0.403 ,0.227 ,-0.119 ,6.676 ,0.134 ,7.380 ,7.493 ,8.381 ,7.424 ,7.098 
5.490 ,5.540 ,-0.047 ,-1.285 ,6.779 ,-0.043 ,0.235 ,-0.403 ,0.227 ,5.511 ,0.030 ,6.245 ,7.380 ,7.493 ,8.381 ,6.793 
5.120 ,5.162 ,-0.038 ,-1.356 ,6.481 ,-0.047 ,-0.043 ,0.235 ,-0.403 ,5.140 ,0.050 ,5.493 ,6.245 ,7.380 ,7.493 ,6.491 
5.290 ,5.281 ,0.004 ,-0.930 ,6.215 ,-0.038 ,-0.047 ,-0.043 ,0.235 ,5.193 ,0.126 ,5.124 ,5.493 ,6.245 ,7.380 ,6.199 
5.540 ,5.634 ,-0.094 ,-0.458 ,5.998 ,0.004 ,-0.038 ,-0.047 ,-0.043 ,5.640 ,0.135 ,5.285 ,5.124 ,5.493 ,6.245 ,5.994 
6.020 ,5.809 ,0.206 ,0.182 ,5.834 ,-0.094 ,0.004 ,-0.038 ,-0.047 ,5.778 ,0.211 ,5.540 ,5.285 ,5.124 ,5.493 ,5.839 
5.600 ,5.845 ,-0.248 ,-0.130 ,5.727 ,0.206 ,-0.094 ,0.004 ,-0.038 ,5.729 ,-0.137 ,6.016 ,5.540 ,5.285 ,5.124 ,5.724 
6.280 ,6.138 ,0.139 ,0.597 ,5.680 ,-0.248 ,0.206 ,-0.094 ,0.004 ,5.991 ,0.155 ,5.597 ,6.016 ,5.540 ,5.285 ,5.680 
6.490 ,6.576 ,-0.082 ,0.796 ,5.698 ,0.139 ,-0.248 ,0.206 ,-0.094 ,6.713 ,0.037 ,6.277 ,5.597 ,6.016 ,5.540 ,5.691 
6.790 ,6.774 ,0.013 ,1.007 ,5.779 ,-0.082 ,0.139 ,-0.248 ,0.206 ,6.689 ,0.101 ,6.493 ,6.277 ,5.597 ,6.016 ,5.774 
6.760 ,6.533 ,0.231 ,0.856 ,5.908 ,0.013 ,-0.082 ,0.139 ,-0.248 ,6.680 ,0.072 ,6.787 ,6.493 ,6.277 ,5.597 ,5.906 
5.720 ,6.138 ,-0.413 ,-0.340 ,6.065 ,0.231 ,0.013 ,-0.082 ,0.139 ,6.123 ,-0.322 ,6.764 ,6.787 ,6.493 ,6.277 ,6.056 
